node_1|node_2|edge|chunk_id
capital gain treatment|transfer or rollover options|allows|9e4236f45458404f85f322a263f2dc80
payer of lump-sum distribution|individual retirement arrangement (ira)|rolls over into|9e4236f45458404f85f322a263f2dc80
taxable amount|ira|is rolled over to within 60 days|9e4236f45458404f85f322a263f2dc80
rollover|regular ira distribution rules|applies to later distributions|9e4236f45458404f85f322a263f2dc80
mandatory withholding|income tax|applies to most taxable distributions paid directly|94478c748ed5456bb1dedeb5d62f1cb0
taxable distributions|employer retirement plans|paid directly from|94478c748ed5456bb1dedeb5d62f1cb0
default rate of withholding|tax situation|may be too low for|94478c748ed5456bb1dedeb5d62f1cb0
form w-4r|payer|to elect to have more than 20% withheld|94478c748ed5456bb1dedeb5d62f1cb0
lump-sum distributions|rules|including information for beneficiaries and alternate payees|94478c748ed5456bb1dedeb5d62f1cb0
distributions|publication 575|refer to for more information|94478c748ed5456bb1dedeb5d62f1cb0
form 49-72|instructions|for Tax on Lump-Sum Distributions refer to|94478c748ed5456bb1dedeb5d62f1cb0
rollover|retirement plan|A rollover occurs when you withdraw cash or other assets from one eligible retirement plan|10f948428796458db4219941b60f3316
cash or other assets|eligible retirement plan|and contribute all or part of it, within 60 days, to another eligible retirement plan|10f948428796458db4219941b60f3316
retirement plan|roth ira|This rollover transaction isn't taxable, unless the rollover is to a Roth IRA or a designated Roth account from another type of plan or account|10f948428796458db4219941b60f3316
distribution|income|You must include the taxable amount of a distribution that you don’t roll over in income in the year of the distribution|10f948428796458db4219941b60f3316
ineligible distributions|series of payments|Certain distributions from an eligible retirement plan can't be rolled over, including: A distribution that’s one of a series of payments made for your life (or life expectancy)|10f948428796458db4219941b60f3316
ineligible distributions|required minimum distribution|A required minimum distribution; A hardship distribution from an employer retirement plan|10f948428796458db4219941b60f3316
ineligible distributions|corrective distributions|Corrective distributions of excess contributions or excess deferrals, and any income allocable to these distributions, or of excess annual additions and any allocable gains|10f948428796458db4219941b60f3316
loan|distribution|A loan treated as a distribution because it doesn’t satisfy certain requirements either when made or later (such as upon default), unless the participant’s accrued benefits are reduced (offset) to repay the loan|10f948428796458db4219941b60f3316
dividends|employer securities|Dividends paid on employer securities; or The cost of life insurance coverage|10f948428796458db4219941b60f3316
rollover|distribution|A rollover is a part of a distribution that can be transferred to another qualified retirement plan.|64d56866c3b847778f15b09fcd25295d
nontaxable amounts|after-tax contributions|The nontaxable part of the distribution includes after-tax contributions.|64d56866c3b847778f15b09fcd25295d
qualified employee plans|403(b) plans|A rollover can be made to either a qualified employee plan or a 403(b) plan.|64d56866c3b847778f15b09fcd25295d
traditional iras|roth iras|A rollover can also be made to either a traditional IRA or a Roth IRA.|64d56866c3b847778f15b09fcd25295d
timeframe|60 days|You have 60 days from the date you receive an eligible rollover distribution to roll it over to another qualified retirement plan.|64d56866c3b847778f15b09fcd25295d
qualified plans|tax year|If a qualified plan loan offset amount occurs, you have until the due date (including extensions) for the tax year to complete an eligible rollover.|64d56866c3b847778f15b09fcd25295d
waiver of 60-day requirement|self-certification|If you've missed the 60-day deadline, you may still be able to complete a rollover by self-certifying that you qualify for a waiver.|64d56866c3b847778f15b09fcd25295d
federally declared disaster|robert t. stafford disaster relief and emergency assistance act|is related to|5fcf30791afd4e45b8ba4804bd9625e6
significant fire|assistance is provided under the robert t. stafford disaster relief and emergency assistance act|is related to|5fcf30791afd4e45b8ba4804bd9625e6
qualified disaster distribution|retirement plan|is distributed from|5fcf30791afd4e45b8ba4804bd9625e6
taxable eligible rollover distribution|employer-sponsored retirement plan|is paid by|5fcf30791afd4e45b8ba4804bd9625e6
income tax withholding|mandatory income tax withholding of 20%|equals|5fcf30791afd4e45b8ba4804bd9625e6
form w-4r, withholding certificate for nonperiodic payments and eligible rollover distributions|payer|is provided to|5fcf30791afd4e45b8ba4804bd9625e6
direct rollover|eligible retirement plan (including an ira)|transfers a distribution directly to|5fcf30791afd4e45b8ba4804bd9625e6
mandatory withholding|20%|is equal to|5fcf30791afd4e45b8ba4804bd9625e6
taxes|distribution|The taxes apply to a distribution|b2207b390845488aa8ac01b02d92a637
early distributions|10% additional tax|The early distributions are subject to this tax|b2207b390845488aa8ac01b02d92a637
exception|topic no. 557 and topic no. 558|Exceptions can be found in these topics|b2207b390845488aa8ac01b02d92a637
simple ira|additional 25% tax|Distributions from a SIMPLE IRA are subject to this tax|b2207b390845488aa8ac01b02d92a637
retirement plan|publication 560, retirement plans for small business (sep, simple, and qualified plans)|More information about retirement plans can be found in this publication|b2207b390845488aa8ac01b02d92a637
cash|rental income|Cash or the fair market value of property or services you receive for the use of real estate or personal property is taxable to you as rental income.|64dd4bb1e70442a7be3d5d7f01d4d28d
real estate rentals|schedule e (form 10-40)|You can generally use Schedule E (Form 10-40), Supplemental Income and Loss to report income and expenses related to real estate rentals.|64dd4bb1e70442a7be3d5d7f01d4d28d
substantial services|schedule c (form 10-40)|If you provide substantial services that are primarily for your tenant's convenience, report your income and expenses on Schedule C (Form 10-40), Profit or Loss From Business (Sole Proprietorship).|64dd4bb1e70442a7be3d5d7f01d4d28d
personal property rentals|schedule c (form 10-40)|Report income and expenses related to personal property rentals on Schedule C (Form 10-40) PDF, if you're in the business of renting personal property.|64dd4bb1e70442a7be3d5d7f01d4d28d
rental income|schedule 1 (form 10-40)|Report income on line 8l and expenses on line 24b of Schedule 1 (Form 10-40), Additional Income and Adjustments to Income PDF, if you're not in the business of renting personal property.|64dd4bb1e70442a7be3d5d7f01d4d28d
lease|rental income|Amounts paid to cancel a lease – If a tenant pays you to cancel a lease, this money is also rental income and is reported in the year you receive it.|64dd4bb1e70442a7be3d5d7f01d4d28d
rental income|tenant|The tenant pays you to cancel a lease, which is also rental income.|dbcf7b99ffcb44f7b810b5abdc93bef8
advance rent|income|You include any advance rent paid in income in the year you receive it.|dbcf7b99ffcb44f7b810b5abdc93bef8
expenses|tenant|Your tenant pays your expenses, which are considered rental income.|dbcf7b99ffcb44f7b810b5abdc93bef8
lease|cancellation|If a tenant pays you to cancel a lease, this money is also rental income and is reported in the year you receive it.|dbcf7b99ffcb44f7b810b5abdc93bef8
rental income|expenses|payments are|7e80b0363563456d94a1fb62b9e70b5e
deductible expenses|expenses|may also deduct|7e80b0363563456d94a1fb62b9e70b5e
security deposit|income|don't include in income if may be required to return it|7e80b0363563456d94a1fb62b9e70b5e
security deposit|income|include the amount kept in your income in that year|7e80b0363563456d94a1fb62b9e70b5e
cost of repairs|expenses|don't include the amount kept in income if practice is to deduct|7e80b0363563456d94a1fb62b9e70b5e
security deposit|advance rent|is advance rent that you include as income when received|7e80b0363563456d94a1fb62b9e70b5e
rental expenses|depreciation|Rental expenses include Depreciation, which allows for exhaustion, wear and tear (including obsolescence) of property.|52d71c2e2621492abfbc4acd3bbb9cae
depreciation|form 4562|You can recover some or all of your original acquisition cost and the cost of improvements by using Form 4562, Depreciation and Amortization (to report depreciation).|52d71c2e2621492abfbc4acd3bbb9cae
depreciation|rental property|You begin to depreciate your rental property when you place it in service.|52d71c2e2621492abfbc4acd3bbb9cae
repair costs|property|Expenses to keep your property in good working condition but that don't add to the value of the property, also known as Repair costs.|52d71c2e2621492abfbc4acd3bbb9cae
operating expenses|salaries of employees|Other expenses necessary for the operation of the rental property|9484ce1b49f84000a2edc2b6797141f6
operating expenses|fees charged by independent contractors|Services provided for the operation of the rental property|9484ce1b49f84000a2edc2b6797141f6
qualified business income (qbi)|rental expenses|Additional 20% deductible if safe harbor requirements are met|9484ce1b49f84000a2edc2b6797141f6
